pert_iname,sig_id,cell,pert_idose,pert_itime(h),Jaccard,instersection with queried up,instersection with queried down
doxazosin,CPD003_MCF7_6H:BRD-A13188892-066-16-5:10,MCF7,10 µM,6,0.05277777777777778,"100,10161,1027,10410,10561,10964,1102,1236,1604,217,23136,27074,301,3337,3428,3434,3638,3759,3934,4000,4616,5272,5359,57162,6192,6500,6515,6590,6622,6653,669,8334,8519,8743,8942,9056,9086,9595",
eflornithine,REP.A028_PC3_24H:L20,PC3,3.33 um,24,0.05270655270655271,"1230,1349,1462,1536,2180,2207,241,25932,27074,3123,3428,3561,3669,3983,4318,51056,51191,5209,54205,5552,57823,6280,6283,64092,64116,6535,7107,7805,9056,9086,929,948,9584,9595,9636,972,9935",
doxorubicin,HOG002_A549_24H:BRD-K92093830-003-18-3:0.0015,A549,1 nM,24,0.05263157894736842,"10379,10437,11151,1545,1669,2123,214,217,2180,2219,23608,27074,27102,2752,3398,3934,4057,4317,4318,5265,5329,54205,6194,6279,6347,64116,64422,6521,6535,6653,6772,6892,7057,728,8837,928,9528,972",
febuxostat,REP.A019_MCF7_24H:I13,MCF7,10.0 um,24,0.05255878284923928,"10628,1102,1230,2022,2215,2353,241,301,3045,3428,3553,366,3937,3956,397,4067,4478,50486,51056,5142,51582,5341,5743,6275,6279,6280,6283,64092,6622,719,728,729230,7462,7805,8564,8743,929,972",
raloxifene,PCLB002_PC3_24H:BRD-K63828191:1.11,PC3,1.11 µM,24,0.052556818181818184,"10410,10581,11010,116496,1508,1536,1938,1983,23601,241,2495,2752,2919,2935,3043,3106,3123,387,3934,3936,4005,4057,5055,5265,5887,60,6279,6364,64116,682,7462,7538,7805,8519,8942,8991,972",
ticlopidine,REP.A012_PC3_24H:D12,PC3,0.04 um,24,0.052554744525547446,"10161,10561,10964,1116,1545,1604,2014,2038,2215,2357,2358,2876,2919,2920,3043,3045,3145,3428,3437,366,4332,4354,4599,4600,4778,54739,5552,6279,6280,6283,645,6521,6622,7086,728,8743",
climbazole,REP.A014_HA1E_24H:A07,HA1E,10.0 um,24,0.052554744525547446,"10098,1026,1116,1669,217,2597,2872,2919,3320,3685,3934,4057,4317,4318,50486,5209,5266,5328,5341,602,6231,6280,6282,6286,6364,65108,6648,6653,694,7130,7852,87,8942,8991,9516,975",
ramatroban,REP.A005_HA1E_24H:D14,HA1E,3.33 um,24,0.05240174672489083,"10379,10561,10964,116496,1647,2597,27074,3434,3437,3569,3665,3669,4318,4599,4600,4938,4939,4940,5055,51191,5266,5328,5734,60489,6193,6286,6347,7130,8334,8519,85236,8638,8743,9111,9246,9636",
cilostazol,REP.A017_PC3_24H:L14,PC3,3.33 um,24,0.05233380480905234,"10409,1116,1236,1633,23657,27074,3002,301,3043,3569,3620,3702,3727,3934,397,4005,4318,4615,5266,54407,5473,5552,5573,57823,6192,6279,6286,6402,64092,64116,64422,65125,6774,7805,7852,962,972",
papaverine,REP.A002_HELA_24H:A17,HELA,0.12 um,24,0.05232558139534884,"10124,10365,10577,10735,10875,1116,1462,1512,1536,2014,2207,2219,3241,330,3312,3434,3624,3956,4050,4332,4938,50486,5265,60489,6280,6286,6402,7045,7095,728,8073,8743,929,939,969,9935",
nicardipine,CPC006_OV7_6H:BRD-A26711594-003-06-4:10,OV7,10 µM,6,0.05198358413132695,"10161,10602,10628,10875,10964,1116,1462,1512,1536,2123,2207,2359,25816,3434,4050,4318,4332,4938,4973,5265,5328,54,54407,5473,54739,5552,6303,6364,64135,6653,7045,7057,729230,7305,7357,7805,8942,928",
amantadine,REP.A022_YAPC_24H:E20,YAPC,3.33 um,24,0.05196629213483146,"10365,10409,10561,10964,1499,214,24138,2643,2876,2920,2921,2923,301,3428,3437,3553,4050,4057,4082,4502,4942,51131,51191,5142,51696,5272,53827,54739,5734,7095,8334,8564,8638,8763,8773,9111,969",
clonidine,CPC006_MDST8_6H:BRD-K98530306-003-07-6:10,MDST8,10 µM,6,0.05196629213483146,"10288,1043,1116,133,1545,2022,2180,2207,2219,23601,2517,27074,3055,3759,3983,4005,4057,4082,4154,4318,5265,5551,55819,6279,6280,6283,6347,6590,6653,728,7305,8334,8564,8743,8875,9056,929",
nafamostat,REP.A011_MCF7_24H:I18,MCF7,0.04 um,24,0.05196629213483146,"10135,10318,10875,10964,11010,1116,2920,2921,2923,3045,3434,3569,3759,3934,4067,4599,5660,57162,5734,5743,5880,5887,6192,6279,6280,6286,6590,6622,7037,7045,7305,7324,8942,9086,9308,962,9636",
lopinavir,REP.A026_HA1E_24H:P09,HA1E,1.11 um,24,0.05194805194805195,"10365,10410,10477,10561,10581,10964,1545,1983,214,23657,2517,2665,301,3241,3312,3669,4616,490,51170,51191,5272,54205,5552,5887,6281,6286,6347,6402,64167,6521,6622,6653,8519,8665,8942,9636",
halcinonide,CPC001_PC3_6H:BRD-K81709173-001-03-8:10,PC3,10 µM,6,0.05192878338278932,"10409,10602,10964,1116,1536,2357,241,27074,2923,3553,3557,3934,4057,4082,4599,4814,4938,4939,50486,51056,5806,597,6192,6280,6286,6364,6402,65108,694,7048,7127,728,7805,9086,9935",
pazopanib,LPROT003_NPC_6H:B21,NPC,40.0 um,6,0.05191256830601093,"10105,10964,133,1848,2876,301,3043,3428,3434,3557,3956,397,4005,4057,4478,4502,4599,4609,5055,51191,5272,5329,5806,6347,64167,6500,65108,6590,7130,7295,8743,8837,8870,9188,9334,9446,9592,9636",
clofoctol,REP.A012_PC3_24H:L24,PC3,0.04 um,24,0.05182072829131653,"10581,10625,1102,1116,133,1535,241,2495,2597,2876,311,3665,3934,3983,4000,4048,4600,4791,5142,5265,54741,57162,5806,6281,6364,65108,7037,7127,7805,8334,8519,85236,87,8942,9056,9516,960",
bexarotene,REP.A028_HELA_24H:A13,HELA,10.0 um,24,0.05164992826398852,"10140,1027,10410,11010,133,1476,2180,25873,2643,2752,3569,366,3669,3956,3983,4057,4478,4973,5142,5265,5552,57823,6192,6280,6364,64116,6590,6611,7130,7805,8942,9086,929,9352,960,9935",
benzthiazide,REP.A004_A375_24H:E19,A375,10.0 um,24,0.05160390516039052,"10135,10561,10964,133,1536,2634,2752,2876,301,302,3434,3557,3669,4332,4938,50486,51056,5196,5265,5266,5329,5473,6286,6303,64422,6590,7127,7328,7791,7852,8334,8519,9086,928,9528,9636,9935",
ivabradine,REP.A003_PC3_24H:B23,PC3,0.12 um,24,0.05154639175257732,"10161,10410,10628,1102,116496,1848,2752,2919,301,3043,3312,3934,3956,4005,4057,4869,5196,5250,53827,54205,5734,5806,6193,6279,6280,6364,678,689,7045,7128,7462,8665,8743,9045,929",
pranlukast,REP.A028_MCF7_24H:N20,MCF7,3.33 um,24,0.051490514905149054,"10098,10161,10318,10409,10561,10602,10964,11010,1116,1230,2357,23601,2921,3434,3557,3561,366,3983,4057,4318,4939,4973,50486,5055,5265,54205,5743,597,6279,6280,6286,64116,6653,728,8140,8334,8519,85236",
triamcinolone,REP.A013_HELA_24H:C05,HELA,0.12 um,24,0.05142857142857143,"1116,1545,1604,217,2180,2219,2919,2920,2921,3043,3045,3159,3553,3557,3624,3939,397,4082,4332,4791,5055,5196,5265,5473,5885,6193,6277,6286,65108,682,7045,7057,7305,8334,85236,9636",
diosmin,REP.A027_YAPC_24H:E16,YAPC,0.37 um,24,0.05142857142857143,"10098,10161,10410,10577,10581,1371,1508,1633,2038,2920,2921,2935,29909,3001,3002,3045,3312,3560,3569,3702,3983,51056,5551,6286,65108,6521,6590,6622,6653,669,7048,7453,7456,8743,9595,969",
isoniazid,REP.A008_HT29_24H:L22,HT29,0.37 um,24,0.0513950073421439,"10437,10581,10964,133,217,2357,2634,2643,2920,2921,301,3043,3115,3123,3337,3553,3685,3936,3983,4057,5055,51056,5196,5265,5272,5473,6648,7127,7130,728,8073,8301,83442,929,9935",
bupivacaine,REP.A012_HA1E_24H:G10,HA1E,0.37 um,24,0.05138888888888889,"10105,10261,10410,10875,133,2215,23657,2919,3002,301,3045,3123,3428,3557,3934,4005,4332,5265,5551,5552,5743,57823,6279,6280,6283,64116,645,6521,6590,7045,7107,729230,7305,7453,8837,9056,9086",
econazole,CPC015_ASC_24H:BRD-A51820102-008-16-4:10,ASC,10 µM,24,0.05135520684736091,"10409,10625,10628,116496,1175,1512,1535,1545,2014,214,2180,23406,2495,25816,301,308,3159,329,330,3927,3930,3936,4057,4791,5265,5328,53827,5473,5887,6286,6364,7045,7127,87,9308,969",
methazolamide,REP.A010_HELA_24H:G23,HELA,0.12 um,24,0.05135520684736091,"100,1116,1476,1545,2597,27102,2752,301,3043,3398,3597,3759,3934,3956,4057,4318,5142,5265,5473,57823,6279,6280,6281,6303,64116,645,6647,6774,7037,7045,7764,7941,83442,8773,9446,960",
miglitol,REP.A018_YAPC_24H:E15,YAPC,1.11 um,24,0.05128205128205128,"10135,10161,10628,10875,1116,1536,1848,2215,241,2919,2920,2921,330,3312,3759,4332,5265,5272,5660,5734,5743,5806,6286,6351,6364,6535,6648,6774,728,729230,7305,8942,9056,929,9516,9935",
mestranol,REP.A010_HT29_24H:K22,HT29,0.37 um,24,0.05128205128205128,"10409,10577,1535,1669,2215,2353,25873,3115,3123,3312,3434,3553,3557,366,4067,4318,4478,4938,50486,5265,5341,5734,5806,6286,6351,678,7045,7305,7357,8334,85236,929,9636,969,972,9935",
diphenylpyraline,REP.A006_MCF7_24H:N04,MCF7,0.37 um,24,0.051209103840682786,"100,10105,10161,116496,1844,2014,214,24138,27074,2920,2921,3002,3123,3437,3557,4791,490,4942,5055,51191,54,5696,5734,597,60489,6192,6279,6280,6351,7431,8638,8942,9086,9516,962,972",
tipiracil,REP.A010_PC3_24H:A08,PC3,3.33 um,24,0.05110497237569061,"100,10105,116496,1536,1545,1633,1843,2919,2920,2921,2995,301,3934,4057,4354,4778,4791,51191,5142,5266,5328,54386,5552,6279,6364,6402,64092,6653,6774,7045,7127,729230,7764,8682,8991,9111,9592",
testosterone,REP.A014_HA1E_24H:I07,HA1E,10.0 um,24,0.05103448275862069,"10098,10105,10135,10409,10410,10581,10625,1669,217,2180,2919,2920,3043,3934,4050,4057,4082,4502,4942,50486,51696,5329,6277,6279,6280,6282,6286,6303,65108,6590,6648,6772,7127,7128,8519,8942,9595",
vorinostat,RAD001_HCC515_6H:BRD-K81418486-001-18-6:1.1111,HCC515,1 µM,6,0.05102040816326531,"1230,2014,2207,23601,2634,27074,2752,29909,29997,3002,3620,4057,4332,4609,4939,5265,5266,5341,5551,6279,6280,6347,6351,64092,6590,678,7045,7057,7305,7852,8564,8942,8991,929,969",
crotamiton,CPC015_PHH_24H:BRD-K57179821-001-08-9:10,PHH,10 µM,24,0.05099150141643059,"10409,116496,1512,1536,2123,2219,2357,2495,25816,27074,301,308,3115,330,3312,3428,3569,3934,4057,4082,4216,4332,50486,5265,5272,5806,604,6283,6364,6648,7037,7130,8743,9056,969,9935",
ipriflavone,REP.A028_PC3_24H:E16,PC3,0.37 um,24,0.05089408528198074,"10318,1236,133,1371,1604,214,23136,23406,23657,241,29909,301,330,3428,3620,3669,3702,397,3983,4050,4082,4478,4973,5209,5272,5734,57823,6192,6402,64092,694,7045,7095,7130,7456,8942,9595",
phentolamine,REP.A025_HT29_24H:E22,HT29,0.37 um,24,0.05089408528198074,"10602,10628,116496,1236,1633,1669,2872,2920,29909,3043,3045,330,3620,3702,3934,4057,4318,50486,51056,5142,5196,5265,5272,54407,5473,6279,6280,6283,6286,64092,645,6590,7045,7057,8334,85236,9308",
nilotinib,REP.A021_HA1E_24H:C18,HA1E,0.04 um,24,0.05084745762711865,"10124,1026,1043,10561,10964,1647,1983,217,23657,2495,25816,26286,2643,27074,28231,2920,3434,3624,3934,4599,4600,4938,4939,4940,51056,51191,5359,54407,6192,6283,6364,6648,7453,8140,8519,9636",
empagliflozin,REP.A007_HT29_24H:L08,HT29,3.33 um,24,0.05082212257100149,"10379,10410,10581,1983,2014,2180,23645,3434,3553,366,4057,4791,4792,50486,5142,5272,5328,5552,6192,6279,6282,6772,6774,7048,7846,8519,87,8743,9086,928,9334,9516,972,975",
loxoprofen,REP.A013_MCF7_24H:N12,MCF7,0.04 um,24,0.050724637681159424,"10538,10625,1116,1236,1604,1983,214,2219,2357,2643,2752,28231,2920,2921,3002,3045,3620,4318,4332,4791,5196,5265,5473,597,6275,6277,6280,6283,6351,64116,65108,7045,7127,7130,929",
digoxin,REP.A027_YAPC_24H:E12,YAPC,0.04 um,24,0.05063291139240506,"10098,10370,10410,10581,10964,1116,133,1512,1848,2180,2215,27074,29909,3001,3434,3437,3620,3759,3983,4332,5265,5266,5272,54205,5464,57823,60489,6192,6280,6283,6286,6590,8519,8743,9086,9935",
raltegravir,REP.A012_HA1E_24H:N23,HA1E,0.12 um,24,0.05057803468208093,"10628,1102,1512,1669,2207,2215,2357,23657,2517,27074,3001,3002,3045,3178,3312,3934,4332,5265,5272,5743,6279,6280,6283,6303,6535,6590,665,7048,728,8519,8837,929,948,972,9935",
sirolimus,RAD001_MCF7_6H:BRD-K84937637-001-03-2:0.1235,MCF7,100 nM,6,0.05057803468208093,"10094,10135,10437,11010,2219,23603,3002,301,3045,3597,387,4005,4057,4170,4318,5055,5196,5265,5329,6275,6277,6279,6280,6281,6283,6286,6515,6622,7045,7305,8140,8942,9188,929,9935",
cefoperazone,REP.A012_MCF7_24H:I24,MCF7,0.04 um,24,0.05056179775280899,"10105,1102,1230,1462,2207,23601,25873,2597,2921,3553,3557,3561,3569,366,3927,3956,4478,4791,50486,5209,5328,5341,5552,5743,597,6277,6280,6282,6283,6286,64092,6653,728,7456,8073,9595",
tizanidine,CPC020_PC3_6H:BRD-K06335600-003-13-2:10,PC3,10 µM,6,0.050505050505050504,"10161,10318,10370,11151,1116,1669,23601,23657,241,2634,2752,2790,2919,2921,330,3553,3620,4057,4318,4332,4780,5055,5265,53346,6192,6279,6280,6283,6648,694,7130,8334,9086,9246,9935",
avanafil,REP.A018_PC3_24H:L16,PC3,0.37 um,24,0.05049088359046283,"10140,10318,10437,133,217,25816,2643,27074,2752,3001,3002,3043,3561,3620,3624,3669,3985,4478,4616,51056,5265,5551,5734,57823,6193,6281,6286,6303,6351,7128,7130,7453,8334,85236,8991,9935",
leflunomide,REP.A024_PC3_24H:M24,PC3,0.04 um,24,0.05049088359046283,"10409,10581,10628,10964,11010,1192,1236,133,1535,2357,2923,3002,301,3434,3557,3561,366,4057,4067,5266,5806,6192,6303,6364,6500,6515,6611,7295,7431,7846,8519,8564,8942,9086,9446,975",
fulvestrant,PCLB002_HA1E_24H:BRD-A83237092:0.12,HA1E,0.12 µM,24,0.0504774897680764,"10409,10625,1116,1182,1545,214,217,2180,2309,27074,2919,2921,3934,4057,4082,4318,4791,5266,54205,5806,6279,6283,6286,6347,6402,64092,64116,6653,7127,7128,7130,728,7357,7456,8073,8780,948",
trametinib,LJP002_MCF10A_6H:BRD-K12343256-001-01-4:0.08,MCF10A,100 nM,6,0.05042016806722689,"10409,1390,1604,1844,1848,2215,2353,2995,3001,3045,3159,3620,3669,3759,3934,4170,4609,4791,490,5142,5552,5721,6280,6283,6286,6351,6364,64116,64167,7037,8519,87,8870,8942,9188,9592",
liranaftate,REP.A003_HA1E_24H:N21,HA1E,1.11 um,24,0.05034965034965035,"10105,10135,10161,1027,10875,10964,1116,133,1462,1536,1848,241,2495,2597,2919,3934,4057,4332,50486,5660,6279,6280,6283,64116,6535,6622,7040,7130,7462,7791,8334,85236,8743,8991,929,948",
regorafenib,LJP009_SKL.C_24H:N09,SKL.C,1.11 um,24,0.05029585798816568,"10365,133,1545,214,2495,2643,2920,3001,3002,3043,3045,3115,3620,3669,387,4057,4082,50486,5055,5265,5473,5551,6279,6286,64116,6500,6590,6772,7037,7130,7453,8334,8519,8870",
valsartan,CPC020_HA1E_6H:BRD-A14792000-001-01-1:10,HA1E,10 µM,6,0.05029585798816568,"10318,10409,10550,10938,1512,1669,214,2180,2517,2665,2919,3106,3398,3927,3934,4082,4317,4318,4683,5055,51131,5696,5887,6280,6281,6282,6283,6286,65108,7045,7324,7357,8140,9935",
naftifine,REP.A024_HA1E_24H:D03,HA1E,1.11 um,24,0.05028735632183908,"100,101,10964,1512,1669,2643,2919,2921,3001,3045,3055,3434,4082,4332,4600,5341,5552,5734,597,6279,6280,6286,6351,64092,64116,64135,65108,6535,6622,7127,7764,8682,8991,9334,9636",
propylthiouracil,REP.A007_YAPC_24H:N11,YAPC,0.12 um,24,0.05027932960893855,"10161,10365,10581,1102,1545,2014,23657,2597,2876,2920,2921,301,3759,3934,4005,4299,4478,4502,4616,5055,5266,5494,5696,60489,6286,6351,6364,6647,7124,7128,728,7462,8519,929,975,9935",
triclosan,REP.A014_HA1E_24H:P20,HA1E,3.33 um,24,0.050271739130434784,"10379,10561,10964,133,1545,2517,27074,2920,3043,3434,3638,3665,3669,3727,4599,4600,51056,51191,5272,5473,57162,5734,602,6192,6303,6347,64116,65108,6513,6648,7128,7941,85236,8743,8837,9086,9636",
gliquidone,REP.A021_MCF7_24H:B16,MCF7,0.37 um,24,0.05021520803443329,"1027,10661,1116,1512,1536,2123,2219,241,2920,2995,308,329,3685,3934,397,4057,4318,4332,4502,51056,5265,5552,6192,6280,6282,6286,6364,65108,7045,7305,7764,928,929,960,9935",
olaparib,LJP009_SKL_24H:P19,SKL,10.0 um,24,0.050143266475644696,"10098,1027,10409,1116,1508,1536,2014,2123,214,2180,2215,2919,366,3669,3983,4057,4318,4332,4938,5265,5266,5696,57823,6279,6280,6402,64116,6513,6590,6611,8073,8875,9595,960,9935",
moclobemide,REP.A011_PC3_24H:M09,PC3,1.11 um,24,0.050143266475644696,"10135,10561,10625,1230,1545,1604,214,2357,2634,2643,2920,2921,330,3624,366,4599,4791,4938,4939,4940,51056,5142,53827,5464,60489,6192,6774,719,728,729230,9056,929,9595,972,9935",
ticagrelor,REP.A019_A375_24H:A19,A375,10.0 um,24,0.05007153075822604,"10409,10628,1236,1545,1633,2495,27074,2920,3312,4050,4057,4791,54205,5464,5552,5806,597,6192,6193,6279,6280,6364,64092,64116,65108,6653,6772,7037,7045,7128,8942,9086,928,962,969",
docetaxel,REP.A011_YAPC_24H:H13,YAPC,10.0 um,24,0.05006954102920723,"116496,1536,2207,2219,2357,27074,3146,3437,3553,3557,3624,366,3759,3937,3956,4318,4332,4791,4814,4942,50486,51056,54739,5721,5743,597,6279,6280,6282,64116,7057,7295,7305,8991,929,9516",
exemestane,REP.A024_YAPC_24H:A23,YAPC,0.12 um,24,0.049930651872399444,"10124,10318,10409,133,1476,1512,1604,2207,2215,23406,25873,27074,2872,3043,308,329,330,3428,3561,4082,51170,5265,5552,5660,6193,6279,6281,6283,7305,7529,8334,8564,8743,9056,9595,9935",
altretamine,CPC004_HT29_6H:BRD-K67043667-001-15-7:10,HT29,10 µM,6,0.049930651872399444,"10261,10409,1043,1116,116496,1462,1545,2123,214,23657,301,334,3428,3557,3620,3759,3956,50486,5265,5272,5328,6192,6281,6351,6364,7040,7045,7057,7086,7324,7389,8140,8564,8682,8991,975",
sunitinib,LJP009_NEU_24H:K02,NEU,3.33 um,24,0.04986522911051213,"10140,1027,10318,1043,10561,10964,1462,27074,2752,301,3434,3437,3624,3665,3669,3983,4005,4050,490,4939,4940,51056,5265,54739,6192,6279,6280,6402,65108,6515,7128,728,8334,8743,9056,948,9636",
imiquimod,CPC006_NCIH596_6H:BRD-K26657438-001-01-2:10,NCIH596,10 µM,6,0.04979253112033195,"10135,10409,10577,1230,1236,1512,1545,1604,2180,23406,2357,2517,2634,29909,301,3043,3159,3702,3759,3934,397,4005,4057,6279,6280,6281,6282,6283,6286,6402,64116,6590,7045,7529,8301,8743",
lenalidomide,REP.A002_MCF7_24H:N05,MCF7,0.12 um,24,0.04978038067349927,"10135,1043,10477,10628,10801,1102,217,226,23406,2752,2919,2920,2921,3002,3312,3560,3561,3934,3937,4057,4170,5265,5272,5660,6279,6280,6283,6286,6364,6590,7453,85236,8942,9056",
nintedanib,LJP002_HS578T_6H:BRD-K49075727-001-03-6:0.4,HS578T,500 nM,6,0.049723756906077346,"10318,10437,1116,1669,2207,2219,23601,23657,241,2995,3043,3045,3145,397,4057,4317,4318,50486,5055,5265,5329,60,6279,6283,6286,6515,6521,7130,728,7305,7805,7852,8870,9188,948,972",
glipizide,REP.A010_HELA_24H:B15,HELA,1.11 um,24,0.04971590909090909,"1462,1512,1536,1545,1654,2014,214,2219,2752,3002,301,3106,3557,3561,3624,3702,3934,4005,4332,5055,51170,5265,5341,54739,5734,6279,6280,6283,6286,6303,6402,6772,7127,7941,8942",
ketotifen,REP.A009_HELA_24H:C16,HELA,0.37 um,24,0.04964539007092199,"10135,1043,10659,116496,1236,2014,2180,2219,2495,2919,2920,2921,3043,3045,330,3702,3936,4050,4057,5341,57162,6192,6280,64092,6648,682,7086,7127,7128,7130,728,8837,8991,9086,9334",
capsaicin,REP.A019_A375_24H:P18,A375,0.04 um,24,0.04964539007092199,"10098,10410,10625,1116,116496,1848,23601,241,2752,2920,302,308,3320,3934,3936,4057,4067,4082,4318,4791,50486,5142,5265,5266,54,54741,5743,6192,6193,64116,6774,6892,7533,8519,9516",
fluocinonide,REP.A010_MCF7_24H:P11,MCF7,0.12 um,24,0.04962406015037594,"10410,10581,1545,2014,2180,2517,2752,3105,3106,3107,3146,334,3434,3553,4005,4050,4299,4599,4938,4939,4940,50486,54739,5696,6402,694,7130,7462,8519,85236,8743,8942,960",
entecavir,REP.A005_HA1E_24H:C04,HA1E,0.37 um,24,0.049575070821529746,"10161,10561,10964,1102,116496,1535,1633,2215,2219,2357,23601,241,2597,3557,4005,4318,4332,4599,4938,5734,602,6279,6286,6351,645,6590,728,7295,826,8334,8743,8875,9086,9595,972",
chlorpromazine,REP.A026_MCF7_24H:G11,MCF7,0.12 um,24,0.049575070821529746,"100,10964,1116,1390,1512,2014,2643,27074,3001,330,3557,3956,4005,4067,4318,4502,4600,51056,5341,54205,54739,5552,57162,5743,597,6286,6364,64116,6590,6622,7127,826,928,929,9334",
nilutamide,CPC015_A375_6H:BRD-K23566484-001-09-4:10,A375,10 µM,6,0.049575070821529746,"10365,10409,116496,1604,2207,2215,2357,23657,241,2919,3055,3459,3557,3561,3620,3759,3934,4057,4318,4332,5266,5552,5743,6192,6279,6280,6283,6286,6590,6648,6653,7130,7305,8519,9086",
propafenone,REP.A001_MCF7_24H:D21,MCF7,1.11 um,24,0.04951856946354883,"10135,11010,133,1545,1604,1843,2123,2353,23601,241,2634,2752,2876,301,3597,3759,4057,4067,5055,5266,5272,6192,6279,6280,6286,64092,64116,64422,65108,6590,6648,7130,8564,8942,9086,929",
famciclovir,CPC011_HA1E_6H:BRD-K45033733-001-08-0:10,HA1E,10 µM,6,0.04951856946354883,"10161,1027,1043,10602,133,1536,1669,2123,23601,241,3043,3115,3428,397,4318,5265,54407,5547,5552,6279,64092,6513,6535,6590,682,7040,7057,7305,7764,7805,8140,8334,8991,928,9595,972",
scopolamine,CPC015_NPC_24H:BRD-A62035778-004-02-8:10,NPC,10 µM,24,0.04943502824858757,"10370,10561,10602,10964,116496,1236,133,1512,2180,2495,27074,2995,301,329,3312,3561,3620,3759,4057,4599,4938,4939,4940,51056,5209,5552,5743,6192,64167,6653,7040,729230,939,9595,9636",
ampicillin,CPC020_PC3_6H:BRD-A16754160-236-03-3:10,PC3,10 µM,6,0.04940119760479042,"1026,1027,1043,10437,11010,133,2014,241,2495,3001,3002,3115,3428,3597,3930,3956,4057,4318,4354,5265,5329,5341,54205,60489,6279,6280,6351,64092,64422,6653,7040,8942,9935",
chloramphenicol,REP.A006_MCF7_24H:M11,MCF7,0.12 um,24,0.04936530324400564,"116496,133,2920,2921,2923,3105,3106,3107,3123,3553,3557,3569,3624,3727,3934,4057,4600,4791,50486,5055,51131,5329,5696,5806,597,60,6193,6364,6535,6648,7128,7130,7431,7529,972",
tamoxifen,AML001_CD34_6H:BRD-K93754473:1.49538,CD34,1 µM,6,0.04927536231884058,"10105,10135,10628,10964,1535,1604,25873,2634,2752,28231,3043,3045,3398,3431,3434,3557,4502,4615,5265,5266,54407,5806,597,6283,6286,6402,6513,6590,7130,7324,7852,87,948,960",
lesinurad,REP.A008_HT29_24H:I24,HT29,0.04 um,24,0.04922644163150492,"10409,10628,11010,1848,23764,301,3115,3123,3312,3553,3759,3956,397,3983,4082,4170,4502,5142,5209,5265,5552,57162,5887,6281,6282,6515,6774,7045,7128,7805,8763,928,929,9308,972",
etodolac,REP.A025_MCF7_24H:J03,MCF7,1.11 um,24,0.049204052098408106,"10098,10124,10370,10410,10628,1116,1604,1669,1983,27430,2752,28231,2919,3045,3106,3934,3983,4050,4057,4942,5328,5473,5806,60,6283,6364,64116,6590,6622,6648,8942,8991,9592,9935",
finasteride,REP.A020_HELA_24H:A17,HELA,0.12 um,24,0.049062049062049064,"1043,1116,1669,23601,2517,27074,2919,2921,301,3043,3045,330,3553,3557,3934,50486,5266,5272,597,6279,6280,6283,6286,64422,7048,7107,7130,7846,8655,87,928,960,9636,969",
amcinonide,REP.A008_HT29_24H:B16,HT29,0.37 um,24,0.049062049062049064,"100,10561,10964,1536,1633,1983,2353,241,3115,3123,3428,3434,3460,3553,3557,397,4778,4791,4938,4939,4973,5265,6192,6351,6402,64135,65108,6513,7045,7805,8519,8743,9086,972",
